Descriptores,1993|T1,1993|T2,1993|T3,1993|T4,1993|6 Meses,1993|9 Meses,1993|Anual,1994|T1,1994|T2,1994|T3,1994|T4,1994|6 Meses,1994|9 Meses,1994|Anual,1995|T1,1995|T2,1995|T3,1995|T4,1995|6 Meses,1995|9 Meses,1995|Anual,1996|T1,1996|T2,1996|T3,1996|T4,1996|6 Meses,1996|9 Meses,1996|Anual,1997|T1,1997|T2,1997|T3,1997|T4,1997|6 Meses,1997|9 Meses,1997|Anual,1998|T1,1998|T2,1998|T3,1998|T4,1998|6 Meses,1998|9 Meses,1998|Anual,1999|T1,1999|T2,1999|T3,1999|T4,1999|6 Meses,1999|9 Meses,1999|Anual,2000|T1,2000|T2,2000|T3,2000|T4,2000|6 Meses,2000|9 Meses,2000|Anual,2001|T1,2001|T2,2001|T3,2001|T4,2001|6 Meses,2001|9 Meses,2001|Anual,2002|T1,2002|T2,2002|T3,2002|T4,2002|6 Meses,2002|9 Meses,2002|Anual,2003|T1,2003|T2,2003|T3,2003|T4,2003|6 Meses,2003|9 Meses,2003|Anual,2004|T1,2004|T2,2004|T3,2004|T4,2004|6 Meses,2004|9 Meses,2004|Anual,2005|T1,2005|T2,2005|T3,2005|T4,2005|6 Meses,2005|9 Meses,2005|Anual,2006|T1,2006|T2,2006|T3,2006|T4,2006|6 Meses,2006|9 Meses,2006|Anual,2007|T1,2007|T2,2007|T3,2007|T4,2007|6 Meses,2007|9 Meses,2007|Anual,2008|T1,2008|T2,2008|T3,2008|T4,2008|6 Meses,2008|9 Meses,2008|Anual,2009|T1,2009|T2,2009|T3,2009|T4,2009|6 Meses,2009|9 Meses,2009|Anual,2010|T1,2010|T2,2010|T3,2010|T4,2010|6 Meses,2010|9 Meses,2010|Anual,2011|T1,2011|T2,2011|T3,2011|T4,2011|6 Meses,2011|9 Meses,2011|Anual,2012|T1,2012|T2,2012|T3,2012|T4,2012|6 Meses,2012|9 Meses,2012|Anual,2013|T1,2013|T2,2013|T3,2013|T4,2013|6 Meses,2013|9 Meses,2013|Anual,2014|T1,2014|T2,2014|T3,2014|T4,2014|6 Meses,2014|9 Meses,2014|Anual,2015|T1,2015|T2,2015|T3,2015|T4,2015|6 Meses,2015|9 Meses,2015|Anual,2016|T1,2016|T2,2016|T3,2016|T4,2016|6 Meses,2016|9 Meses,2016|Anual,2017|T1,2017|T2,2017|T3,2017|T4,2017|6 Meses,2017|9 Meses,2017|Anual,2018|T1,2018|T2,2018|T3,2018|T4,2018|6 Meses,2018|9 Meses,2018|Anual,2019|T1,2019|T2,2019|T3,2019|T4,2019|6 Meses,2019|9 Meses,2019|Anual,2020|T1<P>,2020|T2<P>,2020|T3<P>,2020|T4<P>,2020|6 Meses<P>,2020|9 Meses<P>,2020|Anual<P>,2021|T1<P>,2021|T2<P>,2021|T3<P>,2021|T4<P>,2021|6 Meses<P>,2021|9 Meses<P>,2021|Anual<P>,2022|T1<R>,2022|T2<P>,2022|T3,2022|T4,2022|6 Meses,2022|9 Meses,2022|Anual
Actividades secundarias|31-33---Industrias manufactureras,1689645,1665390.667,1653018.003,1715589.082,1677517.834,1669351.223,1680910.688,1677197.248,1738483.365,1745771.782,1802419.561,1707840.306,1720484.132,1740967.989,1755825.581,1579761.87,1610997.297,1725298.171,1667793.726,1648861.583,1667970.73,1807440.495,1783071.364,1792301.595,1911943.55,1795255.929,1794271.151,1823689.251,1895715.091,1993984.25,2006190.236,2103204.259,1944849.67,1965296.526,1999773.459,2160285.781,2140531.045,2161108.261,2189842.877,2150408.413,2153975.029,2162941.991,2184005.753,2216483.541,2256286.891,2242391.071,2200244.647,2218925.395,2224791.814,2349040.75,2348231.485,2436241.195,2342357.602,2348636.118,2377837.81,2368967.758,2356988.626,2303172.468,2300167.746,2247512.268,2330080.547,2320109.613,2301960.277,2184801.128,2272069.247,2265684.577,2264165.312,2228435.187,2240851.651,2246680.066,2189095.734,2233788.931,2242350.788,2261068.334,2211442.333,2221745.151,2231575.947,2248263.905,2302317.011,2328836.957,2345858.124,2275290.458,2293139.291,2306318.999,2256171.265,2379200.062,2359415.301,2430808.352,2317685.663,2331595.543,2356398.745,2416990.605,2489344.366,2484571.733,2474527.849,2453167.485,2463635.568,2466358.638,2455509.131,2518142.548,2498123.267,2453382.235,2486825.839,2490591.648,2481289.295,2427880.371,2524886.117,2460056.73,2376083.246,2476383.244,2470941.073,2447226.616,2124001.945,2119367.679,2222470.788,2331069.184,2121684.812,2155280.137,2199227.399,2301365.567,2405263.067,2420538.295,2435858.283,2353314.317,2375722.31,2390756.303,2409453.972,2450323.575,2477489.037,2528073.081,2429888.773,2445755.528,2466334.916,2548399.019,2580428.614,2567214.133,2557975.938,2564413.817,2565347.255,2563504.426,2513472.984,2610372.613,2593518.122,2590538.693,2561922.799,2572454.573,2576975.603,2617606.948,2692768.849,2688144.283,2723116.708,2655187.899,2666173.36,2680409.197,2718349.374,2761587.029,2776841.835,2779683.582,2739968.201,2752259.413,2759115.455,2752203.17,2824065.063,2810784.545,2820730.434,2788134.116,2795684.259,2801945.803,2887472.703,2883741.246,2875846.448,2872775.131,2885606.975,2882353.466,2879958.882,2877466.581,2984866.66,2955806.257,2914083.974,2931166.621,2939379.833,2933055.868,2926833.538,2971897.622,2987719.969,2868825.267,2949365.58,2962150.376,2938819.099,2898931.9,2118696.525,2777435.199,2859396.74,2508814.212,2598354.541,2663615.091,2855505.77,2891607.325,2903437.442,2919194.782,2873556.547,2883516.846,2892436.33,2989187.574,3037568.486,,,3013378.03,,
Actividades secundarias|31-33---Industrias manufactureras|311---Industria alimentaria,390623.32,381727.864,366557.671,392672.837,386175.592,379636.285,382895.423,390905.156,389559.574,384850.022,405561.381,390232.365,388438.25,392719.033,408087.406,404157.718,377301.209,402946.091,406122.562,396515.444,398123.106,418024.325,401867.433,392075.051,421214.827,409945.879,403988.936,408295.409,416623.765,417322.968,398425.215,434204.529,416973.366,410790.649,416644.119,438566.838,434495.2,423745.475,455381.976,436531.019,432269.171,438047.372,455862.1,447964.268,438687.35,468115.37,451913.184,447504.573,452657.272,480827.364,462695.48,451766.324,480896.513,471761.422,465096.389,469046.42,483290.132,477129.031,467059.627,494264.814,480209.581,475826.263,480435.901,490415.219,490940.141,477032.965,503342.535,490677.68,486129.442,490432.715,500599.928,496173.192,487458.603,517700.637,498386.56,494743.908,500483.09,518316.317,509833.901,499756.502,533984.472,514075.109,509302.24,515472.798,531817.652,531109.881,516646.886,540850.304,531463.767,526524.807,530106.181,544620.041,537083.328,522845.023,550172.628,540851.684,534849.464,538680.255,553625.206,545577.547,528479.244,557424.102,549601.377,542560.666,546276.525,565478.001,553452.464,535813.203,556307.204,559465.233,551581.223,552762.718,569879.184,545886.554,535918.363,568702.843,557882.869,550561.367,555096.736,576531.183,560463.237,550002.121,578983.019,568497.21,562332.18,566494.89,586494.072,565906.559,568069.115,596652.682,576200.315,573489.915,579280.607,610188.163,589897.824,576800.22,612514.584,600042.994,592295.403,597350.198,611769.716,602022.764,582015.419,615640.234,606896.24,598602.633,602862.033,615586.028,605971.782,583617.001,611633.964,610778.905,601724.937,604202.194,634572.815,619422.362,597997.732,625624.339,626997.588,617330.97,619404.312,642786.426,644421.255,617664.252,654202.279,643603.841,634957.311,639768.553,669975.833,649722.396,634429.117,670692.998,659849.114,651375.782,656205.086,682792.539,680851.63,655732.757,681283.455,681822.084,673125.642,675165.095,697909.416,690844.435,668891.534,697809.315,694376.926,685881.795,688863.675,719389.552,681292.28,660071.422,697906.11,700340.916,686917.751,689664.841,702418.984,700757.784,689297.689,716893.225,701588.384,697491.485,702341.92,724022.366,724052.869,,,724037.617,,
Actividades secundarias|31-33---Industrias manufactureras|311---Industria alimentaria|3111---Elaboración de alimentos para animales,14466.562,14641.997,14570.93,14601.152,14554.279,14559.829,14570.16,14299.735,14344.738,14548.91,14587.456,14322.237,14397.795,14445.21,13464.35,13204.527,13269.34,13223.259,13334.439,13312.739,13290.369,12700.732,12689.017,12398.607,12299.531,12694.875,12596.119,12521.972,12342.101,12914.615,12765.676,13210.649,12628.358,12674.13,12808.26,13382.801,14058.729,14645.456,15042.534,13720.765,14028.995,14282.38,15110.334,15434.558,15787.448,15774.696,15272.446,15444.113,15526.759,15254.351,15408.44,15799.244,16100.238,15331.395,15487.345,15640.568,16339.062,16832.616,17415.649,17289.817,16585.839,16862.442,16969.286,16826.525,17873.341,17554.791,17012.379,17349.933,17418.219,17316.759,16543.173,17485.154,17618.892,17326.98,17014.164,17215.74,17243.55,16474.643,16741.455,17100.913,16912.473,16608.049,16772.337,16807.371,17146.684,17862.205,18659.565,18501.078,17504.445,17889.485,18042.383,18591.523,19195.402,19421.389,18791.478,18893.462,19069.438,18999.948,19418.864,19312.989,19392.404,19701.878,19365.927,19374.753,19456.534,18750.469,19203.944,20042.929,18928.817,18977.207,19332.448,19231.54,18194.133,18869.541,19014.707,18564.143,18531.837,18692.794,18660.631,18160.18,18603.8,18638.674,18970.314,18381.99,18467.551,18593.242,18696.927,19743.65,19996.92,20218.591,19220.289,19479.166,19664.022,19932.073,20221.435,20161.041,20416.955,20076.754,20104.85,20182.876,18957.851,18586.574,19030.034,19946.402,18772.212,18858.153,19130.215,19017.403,18467.095,18815.118,19714.52,18742.249,18766.539,19003.534,19766.806,20134.233,20942.957,21317.412,19950.52,20281.332,20540.352,20928.868,21576.379,21693.049,22272.028,21252.623,21399.432,21617.581,20926.547,21007.569,21510.718,22698.274,20967.058,21148.278,21535.777,21769.787,22057.548,22339.991,22595.03,21913.668,22055.775,22190.589,21820.802,22496.703,22783.42,23162.107,22158.753,22366.975,22565.758,23459.898,23944.949,22932.581,23296.28,23702.423,23445.809,23408.427,23678.466,24403.434,25146.566,24467.103,24040.95,24409.489,24423.892,24737.565,25908.193,,,25322.879,,
Actividades secundarias|31-33---Industrias manufactureras|311---Industria alimentaria|3112---Molienda de granos y de semillas y obtención de aceites y grasas,35511.135,36302.098,37439.504,37737.731,35906.616,36417.579,36747.617,36831.781,37297.633,39804.925,39906.141,37064.707,37978.113,38460.12,37250.215,38101.365,39012.609,40823.879,37675.79,38121.396,38797.017,38118.617,39198.125,40719.745,41798.961,38658.371,39345.496,39958.862,39184.516,39830.682,38359.42,40539.595,39507.599,39124.872,39478.553,40370.193,40160.754,43344.702,41727.414,40265.474,41291.883,41400.766,40507.781,41460.153,42804.302,43137.524,40983.967,41590.745,41977.44,41381.35,41433.529,43003.811,45595.382,41407.44,41939.563,42853.518,43067.282,42521.587,45002.094,45843.036,42794.435,43530.321,44108.5,42854.621,43657.169,44227.702,43855.019,43255.895,43579.831,43648.628,41597.712,42211.775,44245.459,45666.33,41904.743,42684.982,43430.319,43705.644,42103.515,43994.453,45514.168,42904.58,43267.871,43829.445,42669.738,44189.382,44234.125,45568.075,43429.56,43697.748,44165.33,43880.034,43250.475,43698.835,45112.649,43565.254,43609.781,43985.498,43222.988,42807.922,43864.326,46173.8,43015.455,43298.412,44017.259,44800.984,44263.805,43884.164,46495.959,44532.394,44316.318,44861.228,45805.798,45249.987,45141.066,46567.552,45527.893,45398.951,45691.101,45997.609,46418.557,47232.274,48635.944,46208.083,46549.48,47071.096,47592.599,47193.929,48535.642,49664.322,47393.264,47774.057,48246.623,50296.993,48781.565,49233.251,49843.259,49539.279,49437.27,49538.767,49547.026,49433.145,49796.039,50315.194,49490.086,49592.07,49772.851,50092.899,49307.163,50432.117,51995.845,49700.031,49944.06,50457.006,50790.346,50308.617,50832.219,51350.938,50549.481,50643.727,50820.53,51571.067,51891.74,51866.901,54397.008,51731.403,51776.569,52431.679,53697.144,53779.605,55578.632,56711.059,53738.375,54351.794,54941.61,55670.227,57720.482,57571.051,59624.423,56695.355,56987.254,57646.546,58310.79,58559.999,59553.26,60456.163,58435.395,58808.016,59220.053,60429.417,59302.942,60019.522,61593.591,59866.18,59917.294,60336.368,61453.989,61473.359,63252.864,65456.992,61463.674,62060.071,62909.301,63544,63891.268,,,63717.634,,
"Actividades secundarias|31-33---Industrias manufactureras|311---Industria alimentaria|3113---Elaboración de azúcares, chocolates, dulces y similares",40232.854,30929.22,13432.999,19299.547,35581.037,28198.358,25973.655,37021.203,27292.488,15462.677,20151.384,32156.846,26592.123,24981.938,39335.895,33254.249,13634.45,19558.882,36295.072,28741.531,26445.869,44262.057,30957.37,13684.444,21403.209,37609.714,29634.624,27576.77,42486.048,32263.425,16147.385,21493.35,37374.737,30298.953,28097.552,44443.07,35525.863,14216.933,22068.434,39984.466,31395.289,29063.575,45244.918,34599.378,16188.86,22879.712,39922.148,32011.052,29728.217,46681.975,32402.809,16799.196,21412.7,39542.392,31961.327,29324.17,46101.327,38770.744,17724.759,24116.485,42436.036,34198.944,31678.329,47540.217,34432.277,17162.872,24472.886,40986.247,33045.122,30902.063,48950.83,34574.06,18519.967,25284.476,41762.445,34014.952,31832.333,49993.353,35302.407,18621.527,28657.765,42647.88,34639.096,33143.763,50089.581,38248.558,20735.127,27558.47,44169.07,36357.755,34157.934,50223.517,35522.156,20948.19,26955.206,42872.836,35564.621,33412.267,48495.636,38187.696,20242.39,26190.871,43341.666,35641.907,33279.148,53859.798,39663.747,21180.396,29118.847,46761.773,38234.647,35955.697,52782.658,29946.347,19270.213,29093.065,41364.503,33999.74,32773.071,49436.368,35648.687,20706.977,32279.259,42542.528,35264.011,34517.823,53415.375,31577.126,19362.523,29463.516,42496.25,34785.008,33454.635,52110.774,33404.633,19934.239,33985.995,42757.703,35149.882,34858.91,55468.024,43486.675,20459.244,30441.937,49477.349,39804.648,37463.97,51517.026,39414.7,19809.785,31666.66,45465.863,36913.837,35602.043,49803.647,38829.289,20880.591,31678.253,44316.468,36504.509,35297.945,54189.014,41172.207,21322.133,32855.415,47680.61,38894.451,37384.692,56318.369,39232.557,20748.359,33327.432,47775.463,38766.428,37406.679,56406.993,40550.849,22235.518,31969.924,48478.921,39731.12,37790.821,57550.028,43954.325,22158.875,32015.468,50752.176,41221.076,38919.674,55706.31,34104.368,21307.821,36476.065,44905.339,37039.5,36898.641,48027.365,34427.007,25672.631,33042.928,41227.186,36042.334,35292.483,47845.449,37787.811,,,42816.63,,
"Actividades secundarias|31-33---Industrias manufactureras|311---Industria alimentaria|3114---Conservación de frutas, verduras, guisos y otros alimentos preparados",12438.665,9971.766,11000.634,8567.371,11205.215,11137.022,10494.609,9693.51,9855.293,10267.936,8558.265,9774.401,9938.913,9593.751,10082.178,10801.02,10463.255,8941.239,10441.599,10448.818,10071.923,12460.969,12714.822,12305.038,10364.763,12587.895,12493.61,11961.398,11733.868,13522.622,11847.805,12508.269,12628.245,12368.098,12403.141,12335.73,13520.536,13660.94,12716.83,12928.133,13172.402,13058.509,15230.692,15503.473,14292.677,13381.607,15367.082,15008.947,14602.112,14768.964,14617.022,15365.263,13833.959,14692.993,14917.083,14646.302,15574.104,15521.809,15801.775,14253.236,15547.956,15632.563,15287.731,15451.005,16219.295,16232.365,14582.659,15835.15,15967.555,15621.331,15867.93,15184.245,15443.242,14785.803,15526.087,15498.472,15320.305,15213.426,14906.06,16166.32,15244.551,15059.743,15428.602,15382.589,15582.448,15366.865,16071.21,15842.984,15474.657,15673.508,15715.877,15870.133,16934.947,17539.276,17415.108,16402.54,16781.452,16939.866,18140.88,19420.076,19450.764,18468.992,18780.478,19003.907,18870.178,20161.861,19772.997,20063.108,17142.607,19967.429,19999.322,19285.143,19116.034,18417.464,18309.24,17625.25,18766.749,18614.246,18366.997,18401.689,18171.03,19292.984,17671.865,18286.359,18621.901,18384.392,18903.151,19615.954,19652.993,18545.998,19259.553,19390.699,19179.524,19335.919,18955.92,19340.067,18539.094,19145.919,19210.635,19042.75,19663.017,20295.532,19829.487,18680.948,19979.275,19929.345,19617.246,20161.448,20375.111,19644.254,18971.118,20268.28,20060.271,19787.983,20526.733,20409.071,20330.266,19328.486,20467.902,20422.023,20148.639,22131.972,22414.003,21816.273,21751.549,22272.987,22120.749,22028.449,24580.807,23452.19,22025.012,21776.324,24016.498,23352.669,22958.583,23721.805,23315.719,22398.438,21631.078,23518.762,23145.321,22766.76,24009.004,23351.158,23335.077,22352.396,23680.081,23565.08,23261.909,24315.351,21979.34,21964.499,22400.658,23147.346,22753.063,22664.962,23917.333,24001.669,23839.553,23117.453,23959.501,23919.518,23719.002,25337.704,24386.476,,,24862.09,,
Actividades secundarias|31-33---Industrias manufactureras|311---Industria alimentaria|3115---Elaboración de productos lácteos,30676.422,31329.084,31745.883,33829.331,31002.753,31250.463,31895.18,32674.496,34897.305,33135.162,33482.913,33785.9,33568.988,33547.469,32110.325,32991.54,30388.517,31848.434,32550.933,31830.127,31834.704,31662.823,31483.359,30583.568,33521.698,31573.091,31243.25,31812.862,31759.197,34168.974,33724.418,36730.932,32964.085,33217.529,34095.88,33550.183,36100.971,36372.504,40948.114,34825.577,35341.219,36742.943,36262.451,38176.251,40485.864,43390.97,37219.351,38308.189,39578.884,43771.008,43922.748,44285.27,44186.062,43846.878,43993.009,44041.272,43682.397,45220.687,45101.276,47116.076,44451.542,44668.12,45280.109,44205.481,47408.946,47093.975,48042.322,45807.214,46236.134,46687.681,46580.36,48293.304,48020.349,49354.835,47436.832,47631.338,48062.212,50066.067,52374.369,53034.813,52355.696,51220.218,51825.083,51957.736,51841.181,54040.338,53263.756,52949.437,52940.76,53048.425,53023.678,53488.307,54996.794,55655.052,58265.7,54242.55,54713.384,55601.463,57212.276,59452.178,58261.909,59133.938,58332.227,58308.787,58515.075,57696.431,58770.044,57939.44,57440.15,58233.237,58135.305,57961.516,56929.724,59157.275,58696.039,60283.938,58043.499,58261.013,58766.744,59112.925,59237.624,61238.486,60420.814,59175.274,59863.011,60002.462,59287.517,60730.736,62260.603,63327.796,60009.127,60759.619,61401.663,61836.888,61227.699,63155.583,63642.574,61532.293,62073.39,62465.686,63865.9,64163.336,64719.407,64191.453,64014.618,64249.548,64235.024,62388.105,63085.964,63549.689,62256.259,62737.034,63007.919,62820.004,63203.274,62849.79,63842.108,62629.228,63026.532,63298.391,63131.1,63805.271,64852.569,64977.032,64502.893,64328.92,64544.957,64534.441,66291.84,66192.07,65203.338,64622.773,66241.955,65895.749,65577.505,66805.844,68373.919,68067.641,66756.857,67589.881,67749.134,67501.065,66512.592,67919.976,69356.219,67924.973,67216.284,67929.596,67928.44,66567.204,65832.873,65677.076,64777.364,66200.038,66025.717,65713.629,65216.685,66705.031,67395.488,67335.085,65960.858,66439.068,66663.072,68431.52,69806.79,,,69119.155,,
"Actividades secundarias|31-33---Industrias manufactureras|311---Industria alimentaria|3116---Matanza, empacado y procesamiento de carne de ganado, aves y otros animales comestibles",76897.125,81564.415,80792.539,84127.869,79230.77,79751.36,80845.487,78733.31,79870.56,87329.003,90217.903,79301.935,81977.624,84037.694,88467.262,88341.73,85441.669,88853.772,88404.496,87416.887,87776.108,85849.636,84940.156,92292.142,93923.35,85394.896,87693.978,89251.321,81839.346,85437.474,90001.556,94597.74,83638.41,85759.459,87969.029,85767.059,88344.248,92902.719,99081.67,87055.654,89004.675,91523.924,88992.02,89863.281,94165.565,100858.494,89427.651,91006.955,93469.84,93517.961,93185.353,96508.586,104059.985,93351.657,94403.966,96817.971,95387.285,96624.101,100018.819,106477.406,96005.693,97343.402,99626.903,97807.353,100583.27,104140.129,109299.14,99195.311,100843.584,102957.473,103177.975,105125.097,108644.258,115131.894,104151.536,105649.11,108019.806,106341.187,106601.136,111508.282,115250.735,106471.161,108150.202,109925.335,106634.262,111492.377,114709.59,120189.178,109063.32,110945.41,113256.352,112034.313,112458.256,114517.043,119057.128,112246.285,113003.204,114516.685,117214.291,115035.226,115920.389,122664.623,116124.758,116056.635,117708.632,115142.383,119501.944,119416.407,124038.491,117322.163,118020.244,119524.806,118013.989,117952.737,124369.015,131809.699,117983.363,120111.914,123036.36,124156.192,120952.133,122778.323,127092,122554.162,122628.883,123744.662,123924.034,123354.754,129558.537,134349.883,123639.394,125612.442,127796.802,128441.546,132230.101,129605.508,137519.929,130335.823,130092.385,131949.271,123211.461,124077.662,132776.59,141874.543,123644.562,126688.571,130485.064,129942.394,134755.392,136408.332,141664.054,132348.893,133702.039,135692.543,139034.661,140457.223,135054.692,144930.812,139745.942,138182.192,139869.347,133030.159,144870.336,143296.814,153666.411,138950.248,140399.103,143715.93,143117.932,143025.478,150900.832,160562.371,143071.705,145681.414,149401.653,142671.278,151116.765,156401.358,163187.495,146894.021,150063.134,153344.224,152147.306,155620.044,159537.711,170614.227,153883.675,155768.354,159479.822,165032.295,162710.963,157470.86,170139.842,163871.629,161738.039,163838.49,163233.592,169167.164,170075.998,174880.938,166200.378,167492.251,169339.423,168788.093,172232.005,,,170510.049,,
Actividades secundarias|31-33---Industrias manufactureras|311---Industria alimentaria|3117---Preparación y envasado de pescados y mariscos,3056.004,2722.715,3028.773,3529.204,2889.359,2935.831,3084.174,2952.664,2861.53,2778.185,3518.794,2907.097,2864.126,3027.793,2949.558,2473.241,3051.491,3470.238,2711.4,2824.763,2986.132,3578.963,2880.002,3060.788,3077.251,3229.483,3173.251,3149.251,3208.245,3601.403,2984.032,3500.928,3404.824,3264.56,3323.652,2735.739,2399.378,2472.68,3138.383,2567.559,2535.932,2686.545,2791.432,2435.279,3005.839,3189.865,2613.356,2744.184,2855.604,2835.43,2643.996,2676.484,3298.954,2739.713,2718.637,2863.716,2949.771,2739.997,2798.274,3128.77,2844.884,2829.347,2904.203,2889.94,3055.303,2697.341,3246.14,2972.622,2880.861,2972.181,2828.279,2869,2907.743,3321.483,2848.639,2868.34,2981.626,3021.539,2899.297,2799.209,3587.171,2960.418,2906.682,3076.804,3396.52,3243.882,2742.863,2942.395,3320.201,3127.755,3081.415,2769.811,2846.072,2844.169,3207.352,2807.942,2820.017,2916.851,2650.954,2786.659,2773.571,3111.485,2718.806,2737.061,2830.667,2713.87,2902.758,3005.619,3236.013,2808.314,2874.082,2964.565,2889.637,3215.821,3027.363,2909.187,3052.729,3044.274,3010.502,2485.068,2733.669,2724.545,2911.082,2609.369,2647.761,2713.591,2862.084,3077.45,3175.758,2969.455,2969.767,3038.431,3021.187,3216.684,3351.264,2786.148,3058.632,3283.974,3118.032,3103.182,3414.383,3198.014,2833.048,3118.723,3306.199,3148.482,3141.042,3343.477,2966.406,2822.629,3147.129,3154.941,3044.17,3069.91,3414.536,2689.298,2886.922,3091.22,3051.917,2996.919,3020.494,2809.967,2865.794,2931.706,2985.821,2837.88,2869.156,2898.322,3222.733,3095.724,3197.526,3285.785,3159.228,3171.994,3200.442,3362.878,3031.193,2954.189,2956.64,3197.035,3116.087,3076.225,3099.895,3080.254,2875.793,2880.194,3090.075,3018.647,2984.034,2903.57,3165.228,2986.863,3117.499,3034.399,3018.554,3043.29,3285.309,3267.111,2749.241,2926.778,3276.21,3100.554,3057.11,3194.97,3051.086,,,3123.028,,
Actividades secundarias|31-33---Industrias manufactureras|311---Industria alimentaria|3118---Elaboración de productos de panadería y tortillas,130927.011,127306.294,130684.643,138956.809,129116.652,129639.316,131968.689,129767.316,130922.442,134698.317,143777.056,130344.879,131796.025,134791.283,132427.83,134194.16,137133.674,144838.875,133310.995,134585.222,137148.635,135633.594,135443.793,137929.178,149549.292,135538.693,136335.521,139638.964,138298.303,138587.463,140821.48,152862.918,138442.883,139235.749,142642.541,144866.413,142736.62,145519.343,155358.168,143801.517,144374.125,147120.136,148826.787,144081.703,148064.711,156921.471,146454.245,146991.067,149473.668,149386.356,147654.539,149974.529,160802.26,148520.448,149005.141,151954.421,153081.493,151707.773,154386.63,166687.556,152394.633,153058.632,156465.863,155636.379,156562.189,158974.079,171016.297,156099.284,157057.549,160547.236,160816.542,160537.8,162555.289,176596.25,160677.171,161303.21,165126.47,163176.673,164512.387,165061.005,180984.672,163844.53,164250.021,168433.684,168832.364,169199,171178.414,182759.783,169015.682,169736.592,172992.39,171775.893,171961.174,172330.317,185357.332,171868.533,172022.461,175356.179,171569.406,172764.322,174756.572,187205.347,172166.864,173030.1,176573.912,174695.159,173250.982,175126.63,186202.701,173973.071,174357.59,177318.868,176494.728,175653.635,172574.586,184951.375,176074.182,174907.65,177418.581,179893.052,180936.366,178219.712,190346.895,180414.709,179683.043,182349.006,180911.454,179011.6,183268.466,193058.26,179961.527,181063.84,184062.445,186419.937,185657.826,186326.548,197968.401,186038.881,186134.77,189093.178,188065.361,186348.419,187574.294,200367.025,187206.89,187329.358,190588.775,192258.766,187659.462,186874.524,197976.644,189959.114,188930.917,191192.349,195591.853,192969.587,193055.855,203446.613,194280.72,193872.432,196265.977,198544.063,196409.167,195075.4,207780.79,197476.615,196676.21,199452.355,202065.984,198931.508,196655.783,209864.028,200498.746,199217.759,201879.326,206659.227,206066.678,201519.598,213617.573,206362.952,204748.501,206965.769,206389.782,206980.552,205394.24,216296.134,206685.167,206254.858,208765.177,210811.237,207079.513,205526.46,215668.674,208945.375,207805.737,209771.471,208141.166,208430.637,207176.636,218088.752,208285.901,207916.146,210459.298,211727.925,212640.45,,,212184.187,,
Actividades secundarias|31-33---Industrias manufactureras|311---Industria alimentaria|3119---Otras industrias alimentarias,46417.543,46960.275,43861.765,52023.825,46688.909,45746.528,47315.852,48931.14,52217.585,46824.906,51361.47,50574.362,49324.543,49833.775,51999.793,50795.886,44906.204,51387.513,51397.839,49233.961,49772.349,53756.934,51560.789,49101.541,55276.772,52658.862,51473.088,52424.009,55772.142,56996.311,51773.443,58760.147,56384.227,54847.299,55825.511,61115.649,61648.1,60610.197,65300.43,61381.875,61124.649,62168.594,62895.684,66410.191,63892.085,68581.032,64652.938,64399.32,65444.748,73229.969,71427.043,67353.943,71606.973,72328.506,70670.318,70904.482,67107.41,67189.717,68810.35,69352.431,67148.563,67702.492,68114.977,67203.696,71148.352,68949.712,71815.692,69176.024,69100.587,69779.363,64237.128,69892.759,69503.403,70232.586,67064.943,67877.763,68466.469,70323.785,74393.276,71469.981,75477.243,72358.53,72062.347,72916.071,75624.875,77467.273,75052.236,74538.904,76546.074,76048.128,75670.822,75986.51,79918.053,75890.752,76010.676,77952.282,77265.105,76951.498,75699.913,75810.479,73816.919,74773.169,75755.196,75109.104,75025.12,77657.047,76122.244,75154.51,73703.619,76889.645,76311.267,75659.355,79652.483,77423.747,75516.134,76898.632,78538.115,77530.788,77372.749,78888.1,77761.371,79170.147,80654.845,78324.736,78606.54,79118.616,80900.93,81601.36,82257.673,85054.861,81251.145,81586.654,82453.706,88597.351,86067.381,86257.834,87539.746,87332.366,86974.189,87115.578,89576.692,92433.406,84997.278,86704.008,91005.049,89002.459,88427.846,86864.511,89940.49,85260.553,84241.734,88402.5,87355.185,86576.822,92440.96,90775.253,90172.121,87851.378,91608.107,91129.445,90309.928,95776.046,98369.061,94684.944,93990.364,97072.554,96276.684,95705.104,99754.478,101005.695,98608.918,97844.953,100380.087,99789.697,99303.511,105724.5,108618.476,102244.972,98944.435,107171.488,105529.316,103883.096,108069.217,108881.423,103896.938,102107.654,108475.32,106949.193,105738.808,110164.271,103172.105,102185.739,100436.137,106668.188,105174.038,103989.563,105465.079,108882.371,103988.711,107577.197,107173.725,106112.054,106478.34,110415.141,114348.789,,,112381.965,,
