01/03/2003	, 5.64
01/04/2003	, 5.25
01/05/2003	, 4.7
01/06/2003	, 4.27
01/07/2003	, 4.13
01/08/2003	, 4.04
01/09/2003	, 4.04
01/10/2003	, 3.96
01/11/2003	, 3.98
01/12/2003	, 3.98
01/01/2004	, 4.2
01/02/2004	, 4.53
01/03/2004	, 4.23
01/04/2004	, 4.21
01/05/2004	, 4.29
01/06/2004	, 4.37
01/07/2004	, 4.49
01/08/2004	, 4.82
01/09/2004	, 5.06
01/10/2004	, 5.4
01/11/2004	, 5.43
01/12/2004	, 5.19
01/01/2005	, 4.54
01/02/2005	, 4.27
01/03/2005	, 4.39
01/04/2005	, 4.6
01/05/2005	, 4.6
01/06/2005	, 4.33
01/07/2005	, 4.47
01/08/2005	, 3.95
01/09/2005	, 3.51
01/10/2005	, 3.05
01/11/2005	, 2.91
01/12/2005	, 3.33
01/01/2006	, 3.94
01/02/2006	, 3.75
01/03/2006	, 3.41
01/04/2006	, 3.2
01/05/2006	, 3
01/06/2006	, 3.18
01/07/2006	, 3.06
01/08/2006	, 3.47
01/09/2006	, 4.09
01/10/2006	, 4.29
01/11/2006	, 4.09
01/12/2006	, 4.05
01/01/2007	, 3.98
01/02/2007	, 4.11
01/03/2007	, 4.21
01/04/2007	, 3.99
01/05/2007	, 3.95
01/06/2007	, 3.98
01/07/2007	, 4.14
01/08/2007	, 4.03
01/09/2007	, 3.79
01/10/2007	, 3.74
01/11/2007	, 3.93
01/12/2007	, 3.76
01/01/2008	, 3.7
01/02/2008	, 3.72
01/03/2008	, 4.25
01/04/2008	, 4.55
01/05/2008	, 4.95
01/06/2008	, 5.26
01/07/2008	, 5.39
01/08/2008	, 5.57
01/09/2008	, 5.47
01/10/2008	, 5.78
01/11/2008	, 6.23
01/12/2008	, 6.53
01/01/2009	, 6.28
01/02/2009	, 6.2
01/03/2009	, 6.04
01/04/2009	, 6.17
01/05/2009	, 5.98
01/06/2009	, 5.74
01/07/2009	, 5.44
01/08/2009	, 5.08
01/09/2009	, 4.89
01/10/2009	, 4.5
01/11/2009	, 3.86
01/12/2009	, 3.57
01/01/2010	, 4.46
01/02/2010	, 4.83
01/03/2010	, 4.97
01/04/2010	, 4.27
01/05/2010	, 3.92
01/06/2010	, 3.69
01/07/2010	, 3.64
01/08/2010	, 3.68
01/09/2010	, 3.7
01/10/2010	, 4.02
01/11/2010	, 4.32
01/12/2010	, 4.4
01/01/2011	, 3.78
01/02/2011	, 3.57
01/03/2011	, 3.04
01/04/2011	, 3.36
01/05/2011	, 3.25
01/06/2011	, 3.28
01/07/2011	, 3.55
01/08/2011	, 3.42
01/09/2011	, 3.14
01/10/2011	, 3.2
01/11/2011	, 3.48
01/12/2011	, 3.82
01/01/2012	, 4.05
01/02/2012	, 3.87
01/03/2012	, 3.73
01/04/2012	, 3.41
01/05/2012	, 3.85
01/06/2012	, 4.34
01/07/2012	, 4.42
01/08/2012	, 4.57
01/09/2012	, 4.77
01/10/2012	, 4.6
01/11/2012	, 4.18
01/12/2012	, 3.57
01/01/2013	, 3.25
01/02/2013	, 3.55
01/03/2013	, 4.25
01/04/2013	, 4.65
01/05/2013	, 4.63
01/06/2013	, 4.09
01/07/2013	, 3.47
01/08/2013	, 3.46
01/09/2013	, 3.39
01/10/2013	, 3.36
01/11/2013	, 3.62
01/12/2013	, 3.97
01/01/2014	, 4.48
01/02/2014	, 4.23
01/03/2014	, 3.76
01/04/2014	, 3.5
01/05/2014	, 3.51
01/06/2014	, 3.75
01/07/2014	, 4.07
01/08/2014	, 4.15
01/09/2014	, 4.22
01/10/2014	, 4.3
01/11/2014	, 4.17
01/12/2014	, 4.08
01/01/2015	, 3.07
01/02/2015	, 3
01/03/2015	, 3.14
01/04/2015	, 3.06
01/05/2015	, 2.88
01/06/2015	, 2.87
01/07/2015	, 2.74
01/08/2015	, 2.59
01/09/2015	, 2.52
01/10/2015	, 2.48
01/11/2015	, 2.21
01/12/2015	, 2.13
01/01/2016	, 2.61
01/02/2016	, 2.87
01/03/2016	, 2.6
01/04/2016	, 2.54
01/05/2016	, 2.6
01/06/2016	, 2.54
01/07/2016	, 2.65
01/08/2016	, 2.73
01/09/2016	, 2.97
01/10/2016	, 3.06
01/11/2016	, 3.31
01/12/2016	, 3.36
01/01/2017	, 4.72
01/02/2017	, 4.86
01/03/2017	, 5.35
01/04/2017	, 5.82
01/05/2017	, 6.16
01/06/2017	, 6.31
01/07/2017	, 6.44
01/08/2017	, 6.66
01/09/2017	, 6.35
01/10/2017	, 6.37
01/11/2017	, 6.63
01/12/2017	, 6.77
01/01/2018	, 5.55
01/02/2018	, 5.34
01/03/2018	, 5.04
01/04/2018	, 4.55
01/05/2018	, 4.51
01/06/2018	, 4.65
01/07/2018	, 4.81
01/08/2018	, 4.9
01/09/2018	, 5.02
01/10/2018	, 4.9
01/11/2018	, 4.72
01/12/2018	, 4.83
01/01/2019	, 4.37
01/02/2019	, 3.94
01/03/2019	, 4
01/04/2019	, 4.41
01/05/2019	, 4.28
01/06/2019	, 3.95
01/07/2019	, 3.78
01/08/2019	, 3.16
01/09/2019	, 3
01/10/2019	, 3.02
01/11/2019	, 2.97
01/12/2019	, 2.83
01/01/2020	, 3.24
01/02/2020	, 3.7
01/03/2020	, 3.25
01/04/2020	, 2.15
01/05/2020	, 2.84
01/06/2020	, 3.33
01/07/2020	, 3.62
01/08/2020	, 4.05
01/09/2020	, 4.01
01/10/2020	, 4.09
01/11/2020	, 3.33
01/12/2020	, 3.15
01/01/2021	, 3.54
01/02/2021	, 3.76
01/03/2021	, 4.67
01/04/2021	, 6.08
01/05/2021	, 5.89
01/06/2021	, 5.88
01/07/2021	, 5.81
01/08/2021	, 5.59
01/09/2021	, 6
01/10/2021	, 6.24
01/11/2021	, 7.37
01/12/2021	, 7.36
01/01/2022	, 7.07
01/02/2022	, 7.28
01/03/2022	, 7.45
01/04/2022	, 7.68
01/05/2022	, 7.65
01/06/2022	, 7.99
01/07/2022	, 8.15
01/08/2022	, 8.7
01/09/2022	, 8.7
