01/07/2016	, 18.7837
01/08/2016	, 18.8611
01/09/2016	, 19.3776
01/10/2016	, 18.8887
01/11/2016	, 20.5155
01/12/2016	, 20.6194
01/01/2017	, 20.7908
01/02/2017	, 19.9957
01/03/2017	, 18.7955
01/04/2017	, 18.9594
01/05/2017	, 18.6909
01/06/2017	, 18.0626
01/07/2017	, 17.8646
01/08/2017	, 17.8145
01/09/2017	, 18.159
01/10/2017	, 19.1478
01/11/2017	, 18.6229
01/12/2017	, 19.6629
01/01/2018	, 18.6069
01/02/2018	, 18.8331
01/03/2018	, 18.2709
01/04/2018	, 18.7878
01/05/2018	, 19.9759
01/06/2018	, 19.6912
01/07/2018	, 18.6457
01/08/2018	, 19.1792
01/09/2018	, 18.7231
01/10/2018	, 20.3177
01/11/2018	, 20.3455
01/12/2018	, 19.6512
01/01/2019	, 19.0388
01/02/2019	, 19.2607
01/03/2019	, 19.3779
01/04/2019	, 19.0099
01/05/2019	, 19.6426
01/06/2019	, 19.2087
01/07/2019	, 18.9929
01/08/2019	, 20.0696
01/09/2019	, 19.7345
01/10/2019	, 19.1948
01/11/2019	, 19.5352
01/12/2019	, 18.8642
01/01/2020	, 18.9082
01/02/2020	, 19.776
01/03/2020	, 23.4847
01/04/2020	, 23.9283
01/05/2020	, 22.1778
01/06/2020	, 23.0893
01/07/2020	, 22.2012
01/08/2020	, 21.888
01/09/2020	, 22.1438
01/10/2020	, 21.2508
01/11/2020	, 20.1398
01/12/2020	, 19.9087
01/01/2021	, 20.2248
01/02/2021	, 20.939
01/03/2021	, 20.44
01/04/2021	, 20.1822
01/05/2021	, 19.9213
01/06/2021	, 19.9062
01/07/2021	, 19.8455
01/08/2021	, 20.0605
01/09/2021	, 20.5623
01/10/2021	, 20.5297
01/11/2021	, 21.4453
01/12/2021	, 20.4672
01/01/2022	, 20.6352
01/02/2022	, 20.4257
01/03/2022	, 19.9112
01/04/2022	, 20.3728
01/05/2022	, 19.694
01/06/2022	, 20.1335
01/07/2022	, 20.3485
01/08/2022	, 20.0962
01/09/2022	, 20.0925
